Source: https://search.cannabis.ca.gov/

licenseNumber,licenseType,licenseStatus,businessDbaName,issueDate,licenseDesignation
C10-0000727-LIC,Commercial -  Retailer,Active,Data Not Available,6/11/2020 0:00,Adult-Use and Medicinal
C10-0000728-LIC,Commercial -  Retailer,Active,Megan's Organic Market,6/15/2020 0:00,Adult-Use and Medicinal
C10-0000729-LIC,Commercial -  Retailer,Active,Data Not Available,6/16/2020 0:00,Adult-Use and Medicinal
C10-0000730-LIC,Commercial -  Retailer,Active,NUG X Sundial Collective,6/17/2020 0:00,Adult-Use and Medicinal
C10-0000731-LIC,Commercial -  Retailer,Active,Urbn Leaf,6/18/2020 0:00,Adult-Use and Medicinal
C10-0000732-LIC,Commercial -  Retailer,Active,ShowGrow Long Beach Dispensary,6/22/2020 0:00,Adult-Use and Medicinal
C10-0000733-LIC,Commercial -  Retailer,Active,Fire House,6/23/2020 0:00,Adult-Use and Medicinal
C10-0000734-LIC,Commercial -  Retailer,Active,NHC Lemoore,6/24/2020 0:00,Adult-Use and Medicinal
C10-0000735-LIC,Commercial -  Retailer,Active,Data Not Available,7/1/2020 0:00,Adult-Use and Medicinal
C10-0000736-LIC,Commercial -  Retailer,Active,Medallion Wellness Inc.,7/2/2020 0:00,Adult-Use and Medicinal
C10-0000737-LIC,Commercial -  Retailer,Active,H36P LLC,7/8/2020 0:00,Adult-Use and Medicinal
C10-0000738-LIC,Commercial -  Retailer,Active,The Apothecarium,7/21/2020 0:00,Adult-Use and Medicinal
C10-0000739-LIC,Commercial -  Retailer,Active,Data Not Available,7/21/2020 0:00,Adult-Use and Medicinal
C10-0000740-LIC,Commercial -  Retailer,Expired,Data Not Available,7/22/2020 0:00,Adult-Use and Medicinal
C10-0000741-LIC,Commercial -  Retailer,Active,California Collective Care,7/22/2020 0:00,Adult-Use and Medicinal
C10-0000742-LIC,Commercial -  Retailer,Active,JIVA SBD LLC,7/29/2020 0:00,Adult-Use and Medicinal
C10-0000743-LIC,Commercial -  Retailer,Active,Data Not Available,8/5/2020 0:00,Adult-Use and Medicinal
C10-0000744-LIC,Commercial -  Retailer,Active,Fig & Thistle Apothecary,8/5/2020 0:00,Adult-Use and Medicinal
C10-0000745-LIC,Commercial -  Retailer,Active,Northstar,8/6/2020 0:00,Adult-Use and Medicinal
C10-0000746-LIC,Commercial -  Retailer,Active,"Vista Property Holdings, LLC",8/11/2020 0:00,Adult-Use
C10-0000747-LIC,Commercial -  Retailer,Inactive,"NLB Collective, Inc.",8/17/2020 0:00,Adult-Use and Medicinal
C10-0000748-LIC,Commercial -  Retailer,Active,Perfect Union,8/20/2020 0:00,Adult-Use and Medicinal
C10-0000749-LIC,Commercial -  Retailer,Active,Perfect Union,8/20/2020 0:00,Adult-Use and Medicinal
C10-0000750-LIC,Commercial -  Retailer,Active,Data Not Available,8/21/2020 0:00,Adult-Use and Medicinal
C10-0000751-LIC,Commercial -  Retailer,Active,TAHOE GREEN LLC,8/25/2020 0:00,Adult-Use and Medicinal
C10-0000752-LIC,Commercial -  Retailer,Active,Chuck's Cannabis Collective,9/1/2020 0:00,Adult-Use and Medicinal
C10-0000753-LIC,Commercial -  Retailer,Active,Data Not Available,9/13/2020 0:00,Adult-Use and Medicinal
C10-0000754-LIC,Commercial -  Retailer,Active,Data Not Available,9/28/2020 0:00,Adult-Use and Medicinal
C10-0000755-LIC,Commercial -  Retailer,Active,Data Not Available,10/15/2020 0:00,Adult-Use and Medicinal
C10-0000756-LIC,Commercial -  Retailer,Active,The Healing Tree,10/28/2020 0:00,Adult-Use and Medicinal
C10-0000757-LIC,Commercial -  Retailer,Active,CULTURE CANNABIS CLUB,11/2/2020 0:00,Adult-Use and Medicinal
C10-0000758-LIC,Commercial -  Retailer,Active,Data Not Available,11/4/2020 0:00,Adult-Use and Medicinal
C10-0000759-LIC,Commercial -  Retailer,Active,The Peoples Remedy,11/20/2020 0:00,Adult-Use and Medicinal
C10-0000760-LIC,Commercial -  Retailer,Active,Blazed Utopia,11/24/2020 0:00,Adult-Use and Medicinal
C10-0000761-LIC,Commercial -  Retailer,Active,Data Not Available,11/25/2020 0:00,Adult-Use and Medicinal
C10-0000762-LIC,Commercial -  Retailer,Active,Canntinas Cannabis Company,11/30/2020 0:00,Adult-Use and Medicinal
C10-0000763-LIC,Commercial -  Retailer,Active,7 Stars Holistic Healing Center,12/4/2020 0:00,Adult-Use and Medicinal
C10-0000764-LIC,Commercial -  Retailer,Active,Aeon Botanika,12/4/2020 0:00,Adult-Use and Medicinal
C10-0000765-LIC,Commercial -  Retailer,Active,Higher Point Cannabis,12/7/2020 0:00,Adult-Use and Medicinal
C10-0000766-LIC,Commercial -  Retailer,Active,Culture Cannabis Club,12/9/2020 0:00,Adult-Use and Medicinal
C10-0000767-LIC,Commercial -  Retailer,Active,holland pharms,12/18/2020 0:00,Adult-Use and Medicinal
C10-0000768-LIC,Commercial -  Retailer,Active,Authentic 415,12/23/2020 0:00,Adult-Use and Medicinal
C10-0000769-LIC,Commercial -  Retailer,Active,RIVERSIDE COUNTY DISPENSARY AND DELIVERY INC,12/29/2020 0:00,Adult-Use and Medicinal
C10-0000770-LIC,Commercial -  Retailer,Active,Liberty Cannabis,12/30/2020 0:00,Adult-Use and Medicinal
